Session_ID,User_ID,Device,Region,Channel,Product_Category,Event_Order,Max_Event,Session_Start
SES01072,USR01072,Tablet,South,Organic,Fashion,3,Checkout,2025-10-13 08:09:53
SES01073,USR01073,Mobile,West,Email,Home,1,Browse,2025-10-10 05:21:48
SES01074,USR01074,Tablet,North,Organic,Electronics,1,Browse,2025-10-16 17:16:32
SES01075,USR01075,Desktop,East,Google Ads,Electronics,1,Browse,2025-10-26 13:20:49
SES01076,USR01076,Mobile,West,Google Ads,Electronics,2,Add to Cart,2025-10-25 01:11:14
SES01077,USR01077,Desktop,West,Organic,Home,1,Browse,2025-10-08 06:58:32
SES01078,USR01078,Desktop,South,Google Ads,Beauty,2,Add to Cart,2025-10-09 17:29:34
SES01079,USR01079,Tablet,East,Social Media,Sports,2,Add to Cart,2025-10-18 20:35:05
SES01080,USR01080,Desktop,East,Organic,Fashion,4,Purchase,2025-10-23 15:14:35
SES01081,USR01081,Mobile,West,Email,Beauty,1,Browse,2025-10-24 06:44:03
SES01082,USR01082,Tablet,West,Google Ads,Home,2,Add to Cart,2025-10-06 17:00:04
SES01083,USR01083,Tablet,West,Email,Sports,1,Browse,2025-10-04 12:36:46
SES01084,USR01084,Desktop,East,Email,Electronics,2,Add to Cart,2025-10-18 05:44:21
SES01085,USR01085,Mobile,West,Email,Sports,2,Add to Cart,2025-10-31 02:39:23
SES01086,USR01086,Desktop,East,Social Media,Electronics,3,Checkout,2025-10-17 13:24:19
SES01087,USR01087,Mobile,West,Email,Fashion,2,Add to Cart,2025-10-13 23:27:07
SES01088,USR01088,Desktop,North,Social Media,Electronics,1,Browse,2025-10-20 04:05:51
SES01089,USR01089,Mobile,North,Social Media,Electronics,1,Browse,2025-10-19 18:28:16
SES01090,USR01090,Mobile,South,Social Media,Home,3,Checkout,2025-10-13 07:23:19
SES01091,USR01091,Mobile,South,Google Ads,Sports,1,Browse,2025-10-12 10:51:34
SES01092,USR01092,Desktop,West,Organic,Fashion,3,Checkout,2025-10-24 11:34:07
SES01093,USR01093,Desktop,East,Email,Home,3,Checkout,2025-10-18 12:36:47
SES01094,USR01094,Tablet,South,Social Media,Electronics,4,Purchase,2025-10-15 01:20:13
SES01095,USR01095,Desktop,South,Google Ads,Sports,3,Checkout,2025-10-20 18:07:34
SES01096,USR01096,Mobile,South,Social Media,Sports,1,Browse,2025-10-28 19:16:24
SES01097,USR01097,Tablet,East,Social Media,Home,2,Add to Cart,2025-10-11 14:36:01
SES01098,USR01098,Mobile,East,Email,Electronics,3,Checkout,2025-10-25 23:02:10
SES01099,USR01099,Desktop,South,Social Media,Beauty,3,Checkout,2025-10-29 10:14:49
SES01100,USR01100,Tablet,North,Email,Electronics,1,Browse,2025-10-24 12:59:35
SES01101,USR01101,Tablet,North,Social Media,Fashion,2,Add to Cart,2025-10-15 04:04:25
SES01102,USR01102,Desktop,North,Social Media,Sports,1,Browse,2025-10-29 18:08:03
SES01103,USR01103,Mobile,South,Google Ads,Home,2,Add to Cart,2025-10-18 19:46:20
SES01104,USR01104,Mobile,South,Organic,Home,1,Browse,2025-10-05 21:42:35
SES01105,USR01105,Desktop,West,Social Media,Fashion,2,Add to Cart,2025-10-09 21:29:42
SES01106,USR01106,Mobile,East,Google Ads,Fashion,1,Browse,2025-10-26 05:31:30
SES01107,USR01107,Desktop,East,Organic,Electronics,2,Add to Cart,2025-10-04 06:17:37
SES01108,USR01108,Mobile,North,Social Media,Beauty,2,Add to Cart,2025-10-25 12:12:15
SES01109,USR01109,Mobile,South,Social Media,Sports,4,Purchase,2025-10-22 21:06:24
SES01110,USR01110,Mobile,West,Organic,Fashion,2,Add to Cart,2025-10-04 03:51:48
SES01111,USR01111,Mobile,South,Email,Electronics,1,Browse,2025-10-23 05:27:05
SES01112,USR01112,Mobile,North,Organic,Fashion,1,Browse,2025-10-15 15:59:58
SES01113,USR01113,Mobile,West,Organic,Fashion,3,Checkout,2025-10-30 01:37:28
SES01114,USR01114,Desktop,West,Google Ads,Home,1,Browse,2025-10-25 05:55:47
SES01115,USR01115,Mobile,West,Organic,Sports,3,Checkout,2025-10-11 03:24:06
SES01116,USR01116,Desktop,South,Organic,Sports,1,Browse,2025-10-08 13:27:40
SES01117,USR01117,Tablet,North,Organic,Home,3,Checkout,2025-10-02 05:30:12
SES01118,USR01118,Mobile,East,Google Ads,Home,4,Purchase,2025-10-13 09:22:19
SES01119,USR01119,Tablet,South,Google Ads,Sports,2,Add to Cart,2025-10-18 22:12:51
SES01120,USR01120,Mobile,North,Google Ads,Home,4,Purchase,2025-10-17 14:50:58
SES01121,USR01121,Mobile,East,Google Ads,Beauty,4,Purchase,2025-10-11 10:07:14
SES01122,USR01122,Desktop,East,Social Media,Electronics,1,Browse,2025-10-24 16:50:40
SES01123,USR01123,Mobile,West,Social Media,Home,2,Add to Cart,2025-10-17 19:26:27
SES01124,USR01124,Mobile,South,Email,Fashion,2,Add to Cart,2025-10-28 18:10:57
SES01125,USR01125,Tablet,South,Email,Home,2,Add to Cart,2025-10-27 09:58:29
SES01126,USR01126,Tablet,East,Social Media,Beauty,3,Checkout,2025-10-31 00:45:03
SES01127,USR01127,Mobile,North,Email,Home,2,Add to Cart,2025-10-17 07:29:56
SES01128,USR01128,Desktop,South,Google Ads,Electronics,1,Browse,2025-10-21 15:02:42
SES01129,USR01129,Mobile,East,Email,Beauty,1,Browse,2025-10-01 20:03:04
SES01130,USR01130,Desktop,West,Email,Beauty,1,Browse,2025-10-14 10:32:47
SES01131,USR01131,Desktop,North,Social Media,Fashion,1,Browse,2025-10-07 00:06:35
SES01132,USR01132,Desktop,East,Google Ads,Sports,2,Add to Cart,2025-10-23 15:30:32
SES01133,USR01133,Desktop,East,Organic,Sports,3,Checkout,2025-10-16 00:05:48
SES01134,USR01134,Tablet,East,Google Ads,Beauty,2,Add to Cart,2025-10-21 06:12:19
SES01135,USR01135,Tablet,East,Organic,Fashion,4,Purchase,2025-10-15 14:18:31
SES01136,USR01136,Desktop,South,Email,Sports,2,Add to Cart,2025-10-18 04:22:44
SES01137,USR01137,Tablet,West,Email,Fashion,2,Add to Cart,2025-10-02 09:24:03
SES01138,USR01138,Desktop,North,Social Media,Sports,1,Browse,2025-10-14 14:57:51
SES01139,USR01139,Tablet,West,Email,Sports,3,Checkout,2025-10-03 08:25:27
SES01140,USR01140,Tablet,East,Organic,Electronics,2,Add to Cart,2025-10-06 07:12:23
SES01141,USR01141,Tablet,East,Email,Sports,4,Purchase,2025-10-09 09:52:31
SES01142,USR01142,Mobile,East,Social Media,Electronics,3,Checkout,2025-10-19 01:23:25
SES01143,USR01143,Mobile,North,Google Ads,Home,3,Checkout,2025-10-16 10:12:46
SES01144,USR01144,Desktop,North,Social Media,Sports,1,Browse,2025-10-03 20:15:01
SES01145,USR01145,Tablet,East,Organic,Beauty,4,Purchase,2025-10-20 12:35:03
SES01146,USR01146,Mobile,North,Social Media,Electronics,1,Browse,2025-10-03 08:13:06
SES01147,USR01147,Mobile,North,Google Ads,Fashion,2,Add to Cart,2025-10-05 04:01:55
SES01148,USR01148,Mobile,North,Email,Fashion,3,Checkout,2025-10-26 01:07:21
SES01149,USR01149,Mobile,South,Email,Sports,1,Browse,2025-10-23 03:17:57
SES01150,USR01150,Mobile,South,Google Ads,Beauty,1,Browse,2025-10-10 18:32:56
SES01151,USR01151,Desktop,North,Google Ads,Electronics,3,Checkout,2025-10-17 06:12:19
SES01152,USR01152,Tablet,West,Organic,Home,3,Checkout,2025-10-30 07:01:51
SES01153,USR01153,Mobile,West,Social Media,Home,3,Checkout,2025-10-02 00:58:29
SES01154,USR01154,Mobile,East,Social Media,Beauty,2,Add to Cart,2025-10-13 01:24:41
SES01155,USR01155,Desktop,West,Email,Electronics,3,Checkout,2025-10-26 09:26:07
SES01156,USR01156,Tablet,North,Email,Electronics,1,Browse,2025-10-13 18:17:42
SES01157,USR01157,Mobile,North,Email,Beauty,3,Checkout,2025-10-06 05:32:32
SES01158,USR01158,Mobile,West,Organic,Beauty,2,Add to Cart,2025-10-12 09:35:50
SES01159,USR01159,Desktop,North,Organic,Sports,3,Checkout,2025-10-29 05:43:55
SES01160,USR01160,Desktop,North,Email,Sports,1,Browse,2025-10-18 02:41:50
SES01161,USR01161,Desktop,East,Organic,Electronics,2,Add to Cart,2025-10-09 20:11:00
SES01162,USR01162,Mobile,East,Google Ads,Home,1,Browse,2025-10-28 08:42:00
SES01163,USR01163,Mobile,East,Google Ads,Beauty,1,Browse,2025-10-05 05:43:20
SES01164,USR01164,Mobile,West,Organic,Electronics,2,Add to Cart,2025-10-20 05:34:23
SES01165,USR01165,Desktop,West,Google Ads,Fashion,2,Add to Cart,2025-10-31 07:27:39
SES01166,USR01166,Desktop,South,Google Ads,Sports,1,Browse,2025-10-25 18:23:38
SES01167,USR01167,Tablet,East,Organic,Electronics,2,Add to Cart,2025-10-26 01:26:34
SES01168,USR01168,Desktop,West,Social Media,Beauty,3,Checkout,2025-10-14 06:32:31
SES01169,USR01169,Mobile,South,Organic,Beauty,3,Checkout,2025-10-03 12:36:26
SES01170,USR01170,Mobile,South,Social Media,Fashion,1,Browse,2025-10-29 17:43:37
SES01171,USR01171,Desktop,East,Email,Beauty,1,Browse,2025-10-07 09:18:50
SES01172,USR01172,Mobile,South,Google Ads,Home,2,Add to Cart,2025-10-19 17:12:18
SES01173,USR01173,Mobile,North,Google Ads,Home,2,Add to Cart,2025-10-08 22:18:08
SES01174,USR01174,Desktop,East,Google Ads,Sports,3,Checkout,2025-10-06 18:11:40
SES01175,USR01175,Mobile,South,Organic,Beauty,2,Add to Cart,2025-10-24 20:22:39
SES01176,USR01176,Desktop,South,Email,Beauty,1,Browse,2025-10-08 06:47:07
SES01177,USR01177,Desktop,South,Social Media,Beauty,3,Checkout,2025-10-21 03:54:30
SES01178,USR01178,Desktop,East,Email,Fashion,2,Add to Cart,2025-10-15 13:12:42
SES01179,USR01179,Tablet,West,Organic,Fashion,1,Browse,2025-10-29 16:54:43
SES01180,USR01180,Tablet,South,Organic,Sports,3,Checkout,2025-10-30 16:41:24
SES01181,USR01181,Tablet,West,Google Ads,Electronics,2,Add to Cart,2025-10-16 17:53:23
SES01182,USR01182,Mobile,West,Social Media,Fashion,2,Add to Cart,2025-10-03 07:05:13
SES01183,USR01183,Desktop,South,Organic,Home,3,Checkout,2025-10-06 10:39:18
SES01184,USR01184,Mobile,East,Organic,Fashion,3,Checkout,2025-10-24 00:44:50
SES01185,USR01185,Tablet,South,Social Media,Beauty,2,Add to Cart,2025-10-13 16:33:40
SES01186,USR01186,Mobile,North,Social Media,Home,2,Add to Cart,2025-10-19 03:02:34
SES01187,USR01187,Tablet,North,Organic,Sports,2,Add to Cart,2025-10-30 05:31:56
SES01188,USR01188,Mobile,North,Email,Beauty,1,Browse,2025-10-03 03:44:46
SES01189,USR01189,Desktop,West,Email,Home,2,Add to Cart,2025-10-13 01:49:08
SES01190,USR01190,Desktop,West,Social Media,Sports,2,Add to Cart,2025-10-14 03:13:59
SES01191,USR01191,Desktop,South,Organic,Electronics,3,Checkout,2025-10-11 06:45:38
SES01192,USR01192,Mobile,North,Google Ads,Sports,4,Purchase,2025-10-16 21:26:17
SES01193,USR01193,Desktop,East,Social Media,Electronics,2,Add to Cart,2025-10-11 22:29:38
SES01194,USR01194,Desktop,West,Google Ads,Electronics,2,Add to Cart,2025-10-23 03:06:13
SES01195,USR01195,Desktop,North,Social Media,Beauty,1,Browse,2025-10-09 07:33:53
SES01196,USR01196,Mobile,East,Email,Electronics,1,Browse,2025-10-08 01:07:20
SES01197,USR01197,Mobile,West,Email,Electronics,2,Add to Cart,2025-10-31 00:01:45
SES01198,USR01198,Desktop,West,Google Ads,Sports,2,Add to Cart,2025-10-05 08:48:40
SES01199,USR01199,Desktop,East,Organic,Beauty,2,Add to Cart,2025-10-07 17:40:46
SES01200,USR01200,Tablet,North,Google Ads,Home,1,Browse,2025-10-15 12:10:03
SES01201,USR01201,Desktop,East,Google Ads,Sports,4,Purchase,2025-10-15 14:55:43
SES01202,USR01202,Tablet,East,Organic,Beauty,1,Browse,2025-10-21 05:14:08
SES01203,USR01203,Desktop,South,Organic,Fashion,3,Checkout,2025-10-29 14:22:38
SES01204,USR01204,Mobile,South,Organic,Fashion,4,Purchase,2025-10-02 01:15:54
SES01205,USR01205,Tablet,East,Social Media,Fashion,1,Browse,2025-10-15 21:41:33
SES01206,USR01206,Desktop,North,Social Media,Electronics,3,Checkout,2025-10-31 04:42:43
SES01207,USR01207,Desktop,East,Social Media,Sports,3,Checkout,2025-10-11 08:53:34
SES01208,USR01208,Tablet,North,Google Ads,Beauty,3,Checkout,2025-10-24 17:25:55
SES01209,USR01209,Desktop,West,Google Ads,Fashion,2,Add to Cart,2025-10-06 06:55:13
SES01210,USR01210,Tablet,North,Social Media,Electronics,1,Browse,2025-10-10 16:33:50
SES01211,USR01211,Desktop,North,Organic,Fashion,2,Add to Cart,2025-10-28 15:27:50
SES01212,USR01212,Mobile,South,Social Media,Electronics,2,Add to Cart,2025-10-14 19:32:09
SES01213,USR01213,Mobile,South,Email,Fashion,3,Checkout,2025-10-02 05:47:11
SES01214,USR01214,Mobile,East,Google Ads,Sports,3,Checkout,2025-10-07 16:07:48
SES01215,USR01215,Desktop,South,Organic,Beauty,2,Add to Cart,2025-10-05 23:57:46
SES01216,USR01216,Desktop,West,Social Media,Home,2,Add to Cart,2025-10-21 19:38:36
SES01217,USR01217,Mobile,West,Social Media,Home,3,Checkout,2025-10-21 16:55:47
SES01218,USR01218,Mobile,West,Google Ads,Home,1,Browse,2025-10-05 03:10:53
SES01219,USR01219,Desktop,South,Organic,Fashion,1,Browse,2025-10-17 22:01:50
SES01220,USR01220,Tablet,East,Google Ads,Sports,3,Checkout,2025-10-02 06:37:22
SES01221,USR01221,Desktop,South,Social Media,Home,2,Add to Cart,2025-10-19 21:21:34
SES01222,USR01222,Mobile,East,Google Ads,Beauty,1,Browse,2025-10-13 04:45:55
SES01223,USR01223,Mobile,South,Google Ads,Home,1,Browse,2025-10-27 00:46:34
SES01224,USR01224,Desktop,West,Social Media,Beauty,3,Checkout,2025-10-26 15:13:59
SES01225,USR01225,Mobile,North,Email,Sports,2,Add to Cart,2025-10-18 21:22:58
SES01226,USR01226,Tablet,East,Social Media,Electronics,4,Purchase,2025-10-14 11:48:29
SES01227,USR01227,Desktop,East,Email,Sports,3,Checkout,2025-10-25 02:19:25
SES01228,USR01228,Desktop,North,Organic,Sports,4,Purchase,2025-10-18 11:18:22
SES01229,USR01229,Tablet,East,Google Ads,Electronics,2,Add to Cart,2025-10-29 06:50:20
SES01230,USR01230,Desktop,South,Social Media,Sports,2,Add to Cart,2025-10-14 23:01:52
SES01231,USR01231,Tablet,West,Organic,Sports,1,Browse,2025-10-27 00:24:27
SES01232,USR01232,Tablet,South,Google Ads,Home,2,Add to Cart,2025-10-20 10:35:00
SES01233,USR01233,Mobile,West,Email,Home,3,Checkout,2025-10-03 00:35:09
SES01234,USR01234,Tablet,South,Organic,Fashion,1,Browse,2025-10-19 10:08:47
SES01235,USR01235,Mobile,North,Social Media,Fashion,2,Add to Cart,2025-10-03 07:22:23
SES01236,USR01236,Desktop,North,Google Ads,Beauty,1,Browse,2025-10-07 06:50:48
SES01237,USR01237,Tablet,South,Google Ads,Electronics,2,Add to Cart,2025-10-25 12:24:36
SES01238,USR01238,Tablet,West,Google Ads,Sports,2,Add to Cart,2025-10-09 05:20:29
SES01239,USR01239,Mobile,East,Google Ads,Sports,1,Browse,2025-10-16 22:01:51
SES01240,USR01240,Desktop,East,Email,Fashion,1,Browse,2025-10-28 20:02:51
SES01241,USR01241,Tablet,West,Google Ads,Sports,2,Add to Cart,2025-10-09 05:32:42
SES01242,USR01242,Tablet,North,Social Media,Beauty,3,Checkout,2025-10-11 05:49:03
SES01243,USR01243,Mobile,East,Email,Home,1,Browse,2025-10-17 09:57:40
SES01244,USR01244,Desktop,North,Organic,Electronics,1,Browse,2025-10-08 05:34:25
SES01245,USR01245,Mobile,North,Social Media,Home,1,Browse,2025-10-11 00:08:18
SES01246,USR01246,Desktop,West,Google Ads,Electronics,1,Browse,2025-10-18 15:46:30
SES01247,USR01247,Mobile,East,Email,Sports,1,Browse,2025-10-27 12:16:47
SES01248,USR01248,Tablet,North,Email,Fashion,1,Browse,2025-10-14 02:54:27
SES01249,USR01249,Mobile,North,Google Ads,Fashion,2,Add to Cart,2025-10-20 10:48:02
SES01250,USR01250,Mobile,North,Email,Home,2,Add to Cart,2025-10-07 04:37:08
SES01251,USR01251,Mobile,North,Google Ads,Home,2,Add to Cart,2025-10-28 21:49:21
SES01252,USR01252,Desktop,South,Google Ads,Beauty,2,Add to Cart,2025-10-08 23:14:50
SES01253,USR01253,Tablet,South,Google Ads,Beauty,1,Browse,2025-10-19 06:34:56
SES01254,USR01254,Mobile,East,Google Ads,Electronics,3,Checkout,2025-10-28 07:08:39
SES01255,USR01255,Desktop,East,Social Media,Beauty,1,Browse,2025-10-30 08:10:39
SES01256,USR01256,Desktop,South,Organic,Fashion,3,Checkout,2025-10-26 03:12:13
SES01257,USR01257,Mobile,West,Google Ads,Sports,4,Purchase,2025-10-14 23:13:16
SES01258,USR01258,Tablet,North,Organic,Fashion,4,Purchase,2025-10-16 08:35:49
SES01259,USR01259,Mobile,East,Google Ads,Electronics,2,Add to Cart,2025-10-03 03:15:53
SES01260,USR01260,Mobile,South,Organic,Home,3,Checkout,2025-10-16 00:58:14
SES01261,USR01261,Desktop,North,Email,Electronics,3,Checkout,2025-10-23 14:41:24
SES01262,USR01262,Mobile,East,Google Ads,Electronics,3,Checkout,2025-10-08 10:28:38
SES01263,USR01263,Desktop,East,Social Media,Beauty,3,Checkout,2025-10-20 13:37:17
SES01264,USR01264,Mobile,East,Email,Electronics,2,Add to Cart,2025-10-14 16:15:24
SES01265,USR01265,Desktop,East,Social Media,Beauty,1,Browse,2025-10-03 06:21:34
SES01266,USR01266,Mobile,East,Organic,Sports,2,Add to Cart,2025-10-08 11:45:51
SES01267,USR01267,Desktop,West,Google Ads,Fashion,3,Checkout,2025-10-07 02:34:37
SES01268,USR01268,Mobile,East,Organic,Sports,4,Purchase,2025-10-25 11:32:48
SES01269,USR01269,Mobile,North,Email,Electronics,2,Add to Cart,2025-10-08 14:54:11
SES01270,USR01270,Desktop,West,Social Media,Fashion,2,Add to Cart,2025-10-07 17:35:29
SES01271,USR01271,Tablet,East,Google Ads,Beauty,3,Checkout,2025-10-26 18:12:11
SES01272,USR01272,Desktop,South,Google Ads,Sports,2,Add to Cart,2025-10-19 23:09:53
SES01273,USR01273,Desktop,West,Google Ads,Home,3,Checkout,2025-10-24 11:26:17
SES01274,USR01274,Desktop,North,Social Media,Fashion,2,Add to Cart,2025-10-06 14:34:33
SES01275,USR01275,Desktop,South,Organic,Beauty,3,Checkout,2025-10-29 03:41:27
SES01276,USR01276,Desktop,East,Email,Fashion,3,Checkout,2025-10-19 14:25:37
SES01277,USR01277,Mobile,North,Social Media,Home,2,Add to Cart,2025-10-19 10:25:13
SES01278,USR01278,Mobile,West,Email,Fashion,1,Browse,2025-10-19 16:34:38
SES01279,USR01279,Desktop,East,Organic,Electronics,1,Browse,2025-10-29 03:45:08
SES01280,USR01280,Tablet,West,Organic,Beauty,3,Checkout,2025-10-06 20:45:39
SES01281,USR01281,Tablet,South,Google Ads,Beauty,1,Browse,2025-10-11 20:59:21
SES01282,USR01282,Desktop,South,Email,Fashion,1,Browse,2025-10-08 07:08:12
SES01283,USR01283,Desktop,West,Organic,Electronics,1,Browse,2025-10-30 18:34:50
SES01284,USR01284,Tablet,East,Email,Home,1,Browse,2025-10-09 19:23:48
SES01285,USR01285,Desktop,West,Google Ads,Home,1,Browse,2025-10-19 22:49:44
SES01286,USR01286,Tablet,South,Organic,Beauty,2,Add to Cart,2025-10-21 08:13:48
SES01287,USR01287,Mobile,West,Organic,Beauty,2,Add to Cart,2025-10-29 10:14:01
SES01288,USR01288,Desktop,East,Organic,Fashion,2,Add to Cart,2025-10-25 06:10:41
SES01289,USR01289,Mobile,East,Organic,Beauty,2,Add to Cart,2025-10-18 03:20:37
SES01290,USR01290,Mobile,West,Organic,Fashion,1,Browse,2025-10-10 18:55:34
SES01291,USR01291,Mobile,South,Social Media,Fashion,3,Checkout,2025-10-05 03:49:44
SES01292,USR01292,Tablet,West,Google Ads,Sports,1,Browse,2025-10-12 00:23:53
SES01293,USR01293,Desktop,East,Google Ads,Sports,4,Purchase,2025-10-27 11:34:40
SES01294,USR01294,Desktop,West,Email,Sports,2,Add to Cart,2025-10-28 20:48:30
SES01295,USR01295,Mobile,North,Email,Sports,1,Browse,2025-10-12 22:29:38
SES01296,USR01296,Tablet,South,Email,Beauty,1,Browse,2025-10-07 02:37:16
SES01297,USR01297,Desktop,West,Social Media,Fashion,2,Add to Cart,2025-10-19 23:59:05
SES01298,USR01298,Mobile,South,Organic,Sports,2,Add to Cart,2025-10-14 11:03:53
SES01299,USR01299,Mobile,South,Google Ads,Fashion,4,Purchase,2025-10-16 08:42:26
SES01300,USR01300,Mobile,North,Social Media,Sports,2,Add to Cart,2025-10-25 08:43:55
SES01301,USR01301,Desktop,West,Social Media,Sports,1,Browse,2025-10-15 01:43:25
SES01302,USR01302,Tablet,South,Email,Electronics,2,Add to Cart,2025-10-09 03:14:19
SES01303,USR01303,Tablet,South,Social Media,Beauty,2,Add to Cart,2025-10-16 06:56:44
SES01304,USR01304,Tablet,East,Email,Fashion,1,Browse,2025-10-26 13:03:57
SES01305,USR01305,Mobile,South,Google Ads,Fashion,3,Checkout,2025-10-23 18:38:35
SES01306,USR01306,Mobile,South,Google Ads,Beauty,3,Checkout,2025-10-04 10:39:36
SES01307,USR01307,Desktop,West,Social Media,Beauty,2,Add to Cart,2025-10-18 06:39:32
SES01308,USR01308,Mobile,South,Google Ads,Sports,2,Add to Cart,2025-10-07 11:10:42
SES01309,USR01309,Mobile,South,Google Ads,Fashion,2,Add to Cart,2025-10-30 07:56:59
SES01310,USR01310,Mobile,North,Email,Beauty,2,Add to Cart,2025-10-25 06:44:06
SES01311,USR01311,Mobile,East,Google Ads,Sports,3,Checkout,2025-10-11 13:51:21
SES01312,USR01312,Tablet,South,Organic,Fashion,2,Add to Cart,2025-10-23 13:04:43
SES01313,USR01313,Tablet,South,Organic,Beauty,2,Add to Cart,2025-10-05 23:10:37
SES01314,USR01314,Desktop,West,Google Ads,Sports,2,Add to Cart,2025-10-19 01:34:16
SES01315,USR01315,Tablet,North,Google Ads,Beauty,1,Browse,2025-10-04 00:40:16
SES01316,USR01316,Tablet,South,Social Media,Fashion,1,Browse,2025-10-14 00:52:56
SES01317,USR01317,Mobile,East,Email,Sports,2,Add to Cart,2025-10-07 22:47:05
SES01318,USR01318,Mobile,South,Google Ads,Beauty,1,Browse,2025-10-29 15:47:07
SES01319,USR01319,Tablet,West,Email,Home,2,Add to Cart,2025-10-29 07:22:44
SES01320,USR01320,Tablet,North,Social Media,Fashion,2,Add to Cart,2025-10-29 10:34:01
SES01321,USR01321,Tablet,East,Social Media,Beauty,1,Browse,2025-10-03 04:54:41
SES01322,USR01322,Mobile,West,Organic,Home,1,Browse,2025-10-27 09:25:03
SES01323,USR01323,Mobile,South,Organic,Electronics,2,Add to Cart,2025-10-12 15:35:09
SES01324,USR01324,Mobile,South,Email,Beauty,1,Browse,2025-10-15 01:24:12
SES01325,USR01325,Desktop,West,Email,Sports,1,Browse,2025-10-23 04:31:05
SES01326,USR01326,Mobile,South,Organic,Home,3,Checkout,2025-10-06 03:26:19
SES01327,USR01327,Mobile,East,Organic,Sports,1,Browse,2025-10-19 21:15:05
SES01328,USR01328,Desktop,North,Organic,Sports,4,Purchase,2025-10-05 21:40:36
SES01329,USR01329,Desktop,East,Email,Sports,1,Browse,2025-10-16 19:20:01
SES01330,USR01330,Desktop,South,Google Ads,Home,3,Checkout,2025-10-26 20:29:04
SES01331,USR01331,Tablet,South,Organic,Home,3,Checkout,2025-10-05 07:39:33
SES01332,USR01332,Mobile,South,Email,Fashion,3,Checkout,2025-10-30 11:50:32
SES01333,USR01333,Tablet,North,Google Ads,Fashion,4,Purchase,2025-10-31 09:50:57
SES01334,USR01334,Tablet,South,Email,Sports,1,Browse,2025-10-09 10:22:44
SES01335,USR01335,Tablet,South,Google Ads,Sports,3,Checkout,2025-10-28 21:39:30
SES01336,USR01336,Mobile,South,Google Ads,Beauty,3,Checkout,2025-10-17 11:36:59
SES01337,USR01337,Mobile,West,Social Media,Beauty,2,Add to Cart,2025-10-17 08:32:47
SES01338,USR01338,Desktop,West,Organic,Home,3,Checkout,2025-10-03 12:09:16
SES01339,USR01339,Mobile,West,Google Ads,Sports,3,Checkout,2025-10-06 18:13:00
SES01340,USR01340,Desktop,East,Organic,Electronics,1,Browse,2025-10-04 07:23:49
SES01341,USR01341,Desktop,North,Organic,Beauty,2,Add to Cart,2025-10-22 11:04:38
SES01342,USR01342,Tablet,North,Organic,Sports,1,Browse,2025-10-03 01:34:35
SES01343,USR01343,Desktop,North,Social Media,Sports,2,Add to Cart,2025-10-16 05:48:45
SES01344,USR01344,Tablet,North,Email,Home,1,Browse,2025-10-14 04:54:03
SES01345,USR01345,Desktop,North,Social Media,Electronics,1,Browse,2025-10-22 02:37:55
SES01346,USR01346,Tablet,East,Social Media,Fashion,1,Browse,2025-10-29 17:44:08
SES01347,USR01347,Tablet,South,Organic,Beauty,3,Checkout,2025-10-17 06:47:57
SES01348,USR01348,Desktop,West,Email,Sports,2,Add to Cart,2025-10-05 16:59:03
SES01349,USR01349,Desktop,West,Google Ads,Sports,1,Browse,2025-10-17 10:18:51
SES01350,USR01350,Mobile,South,Social Media,Fashion,2,Add to Cart,2025-10-30 17:35:34
SES01351,USR01351,Desktop,East,Social Media,Sports,3,Checkout,2025-10-28 23:54:13
SES01352,USR01352,Tablet,North,Email,Beauty,3,Checkout,2025-10-07 16:20:53
SES01353,USR01353,Desktop,East,Google Ads,Sports,2,Add to Cart,2025-10-18 11:04:23
SES01354,USR01354,Tablet,South,Email,Electronics,1,Browse,2025-10-11 21:39:06
SES01355,USR01355,Mobile,West,Email,Home,1,Browse,2025-10-21 12:27:59
SES01356,USR01356,Desktop,East,Organic,Beauty,2,Add to Cart,2025-10-12 11:41:17
SES01357,USR01357,Desktop,North,Organic,Sports,1,Browse,2025-10-16 12:27:36
SES01358,USR01358,Desktop,South,Email,Beauty,3,Checkout,2025-10-15 16:18:25
SES01359,USR01359,Tablet,South,Social Media,Sports,2,Add to Cart,2025-10-19 05:42:45
SES01360,USR01360,Mobile,South,Google Ads,Fashion,1,Browse,2025-10-21 13:13:07
SES01361,USR01361,Desktop,North,Social Media,Sports,2,Add to Cart,2025-10-07 07:54:02
SES01362,USR01362,Tablet,West,Organic,Sports,3,Checkout,2025-10-27 19:26:25
SES01363,USR01363,Desktop,North,Google Ads,Fashion,3,Checkout,2025-10-27 19:17:44
SES01364,USR01364,Tablet,North,Organic,Fashion,2,Add to Cart,2025-10-22 03:30:44
SES01365,USR01365,Mobile,South,Social Media,Electronics,4,Purchase,2025-10-20 15:14:42
SES01366,USR01366,Desktop,West,Email,Sports,3,Checkout,2025-10-23 22:27:10
SES01367,USR01367,Tablet,South,Organic,Home,1,Browse,2025-10-07 23:06:35
SES01368,USR01368,Desktop,West,Social Media,Electronics,2,Add to Cart,2025-10-04 17:18:58
SES01369,USR01369,Mobile,South,Email,Fashion,3,Checkout,2025-10-28 07:06:19
SES01370,USR01370,Desktop,East,Google Ads,Fashion,2,Add to Cart,2025-10-23 01:44:57
SES01371,USR01371,Desktop,North,Google Ads,Beauty,3,Checkout,2025-10-05 03:08:06
